age,gender,city,employment,income_aed,wellness_goal,nutri_knowledge,activity_level,lunch_source,online_orders_per_week,pain_points,frustration_level,order_channel,delivery_reliability_importance,transparency_need,flexibility_need,edu_content_need,past_subscription,trial_intent,max_daily_budget_aed,pricing_pref,convince_factors,open_comment
36,Female,Sharjah,Full-time,38267,General health,1,Athlete,Cook at home,4,"Taste, Cooking skills",1,Mobile app,4,4,5,4,Yes,4,57,Monthly plan with discount,"App experience, Chef reputation, Sustainability creds",
26,Female,Dubai,Full-time,24461,Weight loss,4,Low,Restaurant/take-away,4,Lack of time,1,Mobile app,3,3,4,3,No,1,33,Annual membership,"Chef reputation, Sustainability creds, Proven health results",
33,Male,Dubai,Full-time,15284,No specific goal,3,Moderate,Restaurant/take-away,3,"Limited options nearby, Cooking skills",2,Mobile app,3,4,5,3,No,1,19,Monthly plan with discount,"Taste variety, Proven health results, Price",
25,Prefer not to say,Dubai,Full-time,13082,Muscle gain,2,Low,Restaurant/take-away,5,Cost,2,Mobile app,5,4,3,3,No,5,39,Annual membership,"Price, Chef reputation, Sustainability creds",
27,Male,Sharjah,Full-time,16566,General health,4,Moderate,Cook at home,5,"Taste, Lack of time, Limited options nearby",2,Website,3,4,4,4,Yes,5,39,Weekly plan,"Price, Proven health results, Chef reputation",
20,Male,Sharjah,Full-time,19429,Weight loss,1,Moderate,Cook at home,2,"Cooking skills, Limited options nearby",1,Phone/WhatsApp,5,5,5,3,Yes,3,36,Monthly plan with discount,"Sustainability creds, Taste variety, App experience",
24,Female,Dubai,Full-time,5427,Weight loss,4,High,Restaurant/take-away,2,"Confusing nutrition info, Cooking skills, Taste",3,Mobile app,4,4,4,2,Yes,3,20,Monthly plan with discount,"Price, Chef reputation, App experience",
21,Non-binary,Abu Dhabi,Student,43130,Muscle gain,2,Moderate,Skip,4,"Lack of time, Confusing nutrition info, Cooking skills",3,Mobile app,5,5,5,3,No,3,51,Pay-as-you-go,"Proven health results, App experience, Price",
24,Female,Dubai,Student,10105,Medical diet,2,High,Meal box/subscription,1,Taste,1,Mobile app,3,4,5,2,No,1,14,Monthly plan with discount,"Proven health results, Chef reputation, Price",
40,Non-binary,Dubai,Full-time,14985,Muscle gain,2,Moderate,Office canteen,4,"Taste, Cooking skills, Confusing nutrition info",4,Website,3,3,5,4,No,4,34,Monthly plan with discount,"Taste variety, App experience, Chef reputation",
24,Prefer not to say,Other,Full-time,15263,No specific goal,5,Low,Meal box/subscription,5,Cooking skills,2,Website,3,2,4,5,No,5,41,Weekly plan,"App experience, Proven health results, Price",
53,Male,Dubai,Full-time,40710,Muscle gain,4,Low,Office canteen,3,Limited options nearby,2,Mobile app,5,5,4,2,No,4,53,Pay-as-you-go,"Taste variety, Proven health results, App experience",
35,Prefer not to say,Dubai,Unemployed,14353,Muscle gain,4,Moderate,Office canteen,3,"Cost, Taste, Limited options nearby",3,Mobile app,4,5,5,2,No,5,40,Pay-as-you-go,"Chef reputation, Sustainability creds, App experience",
33,Male,Abu Dhabi,Full-time,33191,Weight loss,3,High,Office canteen,4,Cooking skills,1,Website,3,4,4,2,No,4,56,Weekly plan,"App experience, Chef reputation, Taste variety",
25,Female,Abu Dhabi,Full-time,18382,General health,3,High,Office canteen,1,"Cooking skills, Limited options nearby, Taste",4,Mobile app,5,4,5,5,Yes,3,34,Pay-as-you-go,"Chef reputation, Sustainability creds, App experience",
37,Female,Dubai,Full-time,9273,Weight loss,2,Low,Restaurant/take-away,3,"Confusing nutrition info, Limited options nearby, Lack of time",3,Mobile app,5,3,4,2,No,1,15,Pay-as-you-go,"Price, Taste variety, App experience",
27,Male,Abu Dhabi,Full-time,16045,No specific goal,3,Low,Office canteen,4,Lack of time,2,Mobile app,5,4,3,5,No,1,18,Weekly plan,"Taste variety, Proven health results, App experience",
32,Female,Dubai,Full-time,14137,No specific goal,3,Low,Cook at home,3,"Taste, Confusing nutrition info",1,Mobile app,3,5,3,3,Yes,3,29,Annual membership,"Price, App experience, Taste variety",
52,Male,Dubai,Self-employed,8723,No specific goal,3,High,Cook at home,1,"Taste, Cost, Limited options nearby",2,Mobile app,4,5,5,3,No,2,20,Monthly plan with discount,"Sustainability creds, App experience, Price",
31,Prefer not to say,Dubai,Full-time,17937,Muscle gain,2,High,Cook at home,4,"Limited options nearby, Cooking skills, Lack of time",3,Website,5,3,4,2,No,4,38,Weekly plan,"Sustainability creds, App experience, Proven health results",
41,Female,Abu Dhabi,Part-time,15166,General health,5,High,Restaurant/take-away,2,Lack of time,1,Phone/WhatsApp,4,3,3,4,Yes,4,35,Annual membership,"Sustainability creds, Price, Taste variety",
26,Male,Dubai,Full-time,19811,General health,2,Moderate,Cook at home,4,Confusing nutrition info,1,Mobile app,3,4,5,4,No,3,36,Monthly plan with discount,"App experience, Chef reputation, Taste variety",
31,Male,Other,Full-time,16522,Weight loss,5,Moderate,Cook at home,1,"Cooking skills, Limited options nearby",2,In-person kiosk,3,4,4,4,Yes,5,40,Weekly plan,"Proven health results, Price, Chef reputation",
46,Male,Sharjah,Student,10831,General health,1,Moderate,Restaurant/take-away,4,"Cost, Limited options nearby",2,Website,5,3,5,3,No,2,21,Weekly plan,"App experience, Sustainability creds, Chef reputation",
26,Non-binary,Other,Full-time,22025,Weight loss,3,Low,Restaurant/take-away,2,"Cost, Taste, Limited options nearby",3,Mobile app,3,4,3,3,Yes,5,50,Weekly plan,"Proven health results, App experience, Chef reputation",
46,Male,Dubai,Self-employed,10977,Muscle gain,3,Moderate,Restaurant/take-away,4,Cooking skills,1,Phone/WhatsApp,5,2,5,3,Yes,5,33,Pay-as-you-go,"Taste variety, Sustainability creds, Price",
37,Non-binary,Other,Full-time,3184,Weight loss,3,Low,Office canteen,2,"Confusing nutrition info, Taste, Limited options nearby",2,Website,4,5,4,3,Yes,4,23,Weekly plan,"Chef reputation, Taste variety, Price",
27,Male,Dubai,Full-time,15996,Weight loss,3,Low,Meal box/subscription,7,"Limited options nearby, Confusing nutrition info, Cooking skills",2,Mobile app,5,4,5,3,No,4,34,Monthly plan with discount,"Chef reputation, App experience, Sustainability creds",
37,Female,Dubai,Unemployed,11370,Muscle gain,3,High,Meal box/subscription,3,"Limited options nearby, Taste, Cooking skills",2,Phone/WhatsApp,4,5,3,4,No,4,31,Monthly plan with discount,"Price, App experience, Proven health results",
39,Male,Dubai,Full-time,18158,Muscle gain,3,High,Meal box/subscription,2,Taste,1,Website,4,5,4,3,No,1,25,Monthly plan with discount,"Price, App experience, Taste variety",
36,Male,Dubai,Student,40751,General health,4,Moderate,Restaurant/take-away,2,"Confusing nutrition info, Lack of time",2,Website,4,4,4,3,No,2,56,Weekly plan,"Sustainability creds, Price, Proven health results",
19,Female,Abu Dhabi,Full-time,41343,Weight loss,4,Moderate,Cook at home,3,"Limited options nearby, Taste",1,Phone/WhatsApp,5,5,5,3,Yes,2,57,Monthly plan with discount,"Proven health results, Chef reputation, Taste variety",
26,Male,Dubai,Student,13811,Muscle gain,4,Moderate,Skip,2,"Confusing nutrition info, Lack of time, Cooking skills",4,Mobile app,4,4,3,1,No,3,31,Monthly plan with discount,"Sustainability creds, Chef reputation, App experience",
30,Male,Dubai,Full-time,9922,Weight loss,2,High,Cook at home,0,"Confusing nutrition info, Limited options nearby",3,Website,5,5,5,4,No,4,29,Annual membership,"Chef reputation, Proven health results, Taste variety",
31,Female,Abu Dhabi,Full-time,20093,General health,3,High,Cook at home,0,"Cost, Lack of time, Cooking skills",4,Website,4,3,3,3,No,3,36,Weekly plan,"Proven health results, Taste variety, Sustainability creds",
36,Male,Dubai,Self-employed,12465,General health,3,High,Office canteen,4,Limited options nearby,1,Mobile app,4,5,3,2,No,3,26,Annual membership,"App experience, Chef reputation, Price",
33,Male,Abu Dhabi,Student,18245,General health,3,Moderate,Cook at home,3,"Confusing nutrition info, Limited options nearby, Cooking skills",3,Mobile app,4,3,4,5,No,1,22,Monthly plan with discount,"Price, App experience, Proven health results",
21,Male,Dubai,Student,10779,General health,3,Low,Skip,2,Confusing nutrition info,1,Website,3,3,5,3,Yes,5,35,Monthly plan with discount,"Price, App experience, Chef reputation",
35,Female,Sharjah,Self-employed,17003,Weight loss,3,Moderate,Restaurant/take-away,0,Lack of time,2,Mobile app,5,4,5,3,Yes,4,38,Monthly plan with discount,"App experience, Taste variety, Price",
36,Female,Sharjah,Student,9994,General health,2,Moderate,Restaurant/take-away,3,"Confusing nutrition info, Lack of time, Cost",4,Website,3,4,5,5,No,3,24,Pay-as-you-go,"Price, Sustainability creds, Proven health results",
36,Female,Dubai,Full-time,27117,Muscle gain,2,Moderate,Restaurant/take-away,9,Cooking skills,1,Phone/WhatsApp,5,3,5,2,No,2,40,Annual membership,"Proven health results, Chef reputation, Taste variety",
40,Male,Dubai,Full-time,11168,Muscle gain,2,High,Office canteen,3,"Cooking skills, Cost",3,Mobile app,5,4,3,5,Yes,4,32,Pay-as-you-go,"Taste variety, Proven health results, Chef reputation",
38,Female,Dubai,Full-time,20876,General health,4,Moderate,Cook at home,5,"Confusing nutrition info, Cost",3,Mobile app,3,5,5,3,No,2,26,Monthly plan with discount,"Sustainability creds, Taste variety, Price",
35,Male,Sharjah,Full-time,7969,Weight loss,4,Low,Restaurant/take-away,7,"Limited options nearby, Confusing nutrition info",2,Mobile app,3,3,4,4,Yes,2,18,Weekly plan,"App experience, Proven health results, Price",
31,Female,Dubai,Full-time,22167,General health,5,Moderate,Restaurant/take-away,4,"Confusing nutrition info, Lack of time",3,Mobile app,4,4,5,4,Yes,5,46,Weekly plan,"Price, Chef reputation, Proven health results",
18,Female,Dubai,Full-time,9252,General health,4,Athlete,Office canteen,4,"Cost, Limited options nearby, Confusing nutrition info",4,Phone/WhatsApp,5,3,3,5,No,3,24,Monthly plan with discount,"Chef reputation, Price, Sustainability creds",
35,Male,Dubai,Full-time,17092,Weight loss,1,Low,Restaurant/take-away,1,"Taste, Cooking skills, Limited options nearby",2,Mobile app,4,4,5,4,Yes,5,44,Annual membership,"Taste variety, Sustainability creds, Price",
33,Male,Dubai,Part-time,25019,Weight loss,5,Moderate,Cook at home,2,"Cost, Cooking skills",3,Mobile app,4,4,3,3,No,2,35,Weekly plan,"App experience, Taste variety, Chef reputation",
34,Female,Dubai,Full-time,13572,Weight loss,4,Moderate,Cook at home,3,"Taste, Limited options nearby, Confusing nutrition info",2,Mobile app,5,3,4,4,No,4,35,Annual membership,"Sustainability creds, App experience, Proven health results",
21,Female,Sharjah,Full-time,8966,No specific goal,3,Low,Cook at home,4,"Confusing nutrition info, Taste, Cooking skills",3,Website,3,5,3,3,Yes,3,24,Monthly plan with discount,"Chef reputation, Sustainability creds, Price",
23,Female,Dubai,Full-time,19229,General health,3,Moderate,Office canteen,2,Cost,1,Mobile app,4,4,3,4,No,2,29,Pay-as-you-go,"Price, Proven health results, Chef reputation",
40,Male,Dubai,Self-employed,9850,Weight loss,5,Moderate,Meal box/subscription,2,"Limited options nearby, Taste",2,Website,4,5,4,3,No,4,30,Pay-as-you-go,"Taste variety, Price, Chef reputation",
31,Male,Sharjah,Self-employed,12254,Muscle gain,3,Moderate,Meal box/subscription,0,Taste,1,Mobile app,4,4,5,4,Yes,2,19,Monthly plan with discount,"Chef reputation, Price, Sustainability creds",
37,Female,Sharjah,Part-time,17129,General health,5,High,Office canteen,2,"Confusing nutrition info, Cost",1,Website,3,5,5,4,No,5,38,Pay-as-you-go,"Price, Sustainability creds, Chef reputation",
32,Female,Dubai,Full-time,29618,Medical diet,2,Low,Restaurant/take-away,2,"Confusing nutrition info, Cooking skills, Taste",2,Mobile app,4,3,4,5,No,5,49,Monthly plan with discount,"Proven health results, Price, App experience",
32,Female,Dubai,Full-time,15200,Weight loss,2,Low,Restaurant/take-away,2,"Taste, Limited options nearby",3,Mobile app,5,3,3,3,Yes,2,24,Pay-as-you-go,"App experience, Proven health results, Price",
39,Male,Dubai,Full-time,15172,Weight loss,3,High,Cook at home,4,"Taste, Confusing nutrition info, Lack of time",4,Phone/WhatsApp,4,4,4,4,No,3,28,Weekly plan,"Proven health results, Taste variety, Price",
27,Prefer not to say,Other,Full-time,21689,No specific goal,3,Moderate,Cook at home,2,"Confusing nutrition info, Limited options nearby, Cooking skills",4,Mobile app,4,5,5,2,Yes,5,50,Monthly plan with discount,"App experience, Taste variety, Proven health results",
32,Female,Dubai,Full-time,15382,Weight loss,4,Moderate,Skip,4,"Taste, Cost",3,Mobile app,3,3,3,2,Yes,2,25,Weekly plan,"App experience, Taste variety, Sustainability creds",
28,Male,Other,Full-time,20610,Weight loss,5,High,Restaurant/take-away,3,"Lack of time, Taste",3,Phone/WhatsApp,4,5,4,4,No,1,26,Pay-as-you-go,"Price, Proven health results, Taste variety",
28,Female,Abu Dhabi,Full-time,25721,No specific goal,3,Moderate,Skip,1,"Lack of time, Taste, Cooking skills",2,Website,3,3,3,4,Yes,5,48,Pay-as-you-go,"Chef reputation, Sustainability creds, Price",
29,Female,Dubai,Unemployed,12732,General health,1,Moderate,Office canteen,3,"Taste, Cooking skills, Cost",4,Mobile app,4,3,4,4,No,5,36,Weekly plan,"Sustainability creds, Chef reputation, Price",
33,Male,Dubai,Unemployed,2916,Weight loss,4,Low,Restaurant/take-away,6,Limited options nearby,1,Mobile app,4,3,3,4,No,3,17,Pay-as-you-go,"Taste variety, Sustainability creds, Price",
28,Male,Dubai,Full-time,9965,Weight loss,3,Low,Cook at home,4,"Limited options nearby, Taste",1,Phone/WhatsApp,4,4,3,3,Yes,5,35,Monthly plan with discount,"Chef reputation, Price, Taste variety",
42,Non-binary,Dubai,Full-time,27450,Weight loss,2,Low,Cook at home,2,Lack of time,1,Website,3,5,3,4,No,2,37,Monthly plan with discount,"Proven health results, Sustainability creds, Price",
24,Male,Dubai,Full-time,14748,Weight loss,3,High,Office canteen,6,"Confusing nutrition info, Limited options nearby, Cost",3,Mobile app,4,3,4,3,No,4,34,Pay-as-you-go,"App experience, Taste variety, Proven health results",
30,Female,Abu Dhabi,Full-time,12660,No specific goal,4,Low,Cook at home,3,Lack of time,2,Website,4,4,4,3,No,3,28,Weekly plan,"Proven health results, App experience, Sustainability creds",
28,Male,Other,Student,26881,Muscle gain,4,Moderate,Cook at home,2,"Limited options nearby, Cost, Confusing nutrition info",3,Mobile app,4,3,4,2,No,3,44,Weekly plan,"App experience, Taste variety, Sustainability creds",
43,Female,Abu Dhabi,Full-time,14258,General health,3,High,Cook at home,5,Lack of time,1,Website,3,4,3,4,Yes,2,21,Weekly plan,"Price, Chef reputation, Taste variety",
33,Male,Abu Dhabi,Self-employed,5268,No specific goal,3,Moderate,Cook at home,4,"Taste, Cooking skills",1,Mobile app,4,3,3,4,No,2,15,Monthly plan with discount,"Price, Sustainability creds, Chef reputation",
40,Female,Dubai,Full-time,7066,Muscle gain,5,Moderate,Restaurant/take-away,2,Confusing nutrition info,1,Website,4,4,3,3,No,1,12,Weekly plan,"Proven health results, Sustainability creds, Taste variety",
20,Male,Dubai,Unemployed,18492,Weight loss,4,Moderate,Office canteen,4,Lack of time,1,Mobile app,4,4,5,4,Yes,5,44,Weekly plan,"App experience, Price, Proven health results",
34,Female,Dubai,Full-time,14506,Muscle gain,3,Moderate,Cook at home,2,"Cost, Cooking skills, Limited options nearby",4,Website,5,4,4,3,No,5,38,Monthly plan with discount,"Proven health results, Price, Taste variety",
39,Female,Abu Dhabi,Self-employed,31043,No specific goal,3,Moderate,Cook at home,1,"Confusing nutrition info, Cost",1,Phone/WhatsApp,4,3,5,5,No,5,54,Pay-as-you-go,"Chef reputation, Sustainability creds, Taste variety",
32,Male,Other,Full-time,10395,General health,4,Moderate,Cook at home,3,"Taste, Confusing nutrition info",3,Mobile app,3,3,4,4,Yes,2,19,Monthly plan with discount,"App experience, Taste variety, Chef reputation",
40,Female,Abu Dhabi,Part-time,12849,Weight loss,2,Athlete,Restaurant/take-away,2,"Lack of time, Confusing nutrition info, Cost",2,Mobile app,4,4,4,1,No,1,20,Monthly plan with discount,"Sustainability creds, App experience, Chef reputation",
27,Male,Dubai,Full-time,9638,General health,2,High,Cook at home,3,"Confusing nutrition info, Lack of time, Cost",4,Mobile app,5,5,3,5,Yes,3,24,Weekly plan,"Price, Sustainability creds, Proven health results",
65,Female,Dubai,Full-time,106389,General health,3,High,Restaurant/take-away,24,"Cost, Lack of time",2,Website,4,5,4,2,Yes,2,137,Monthly plan with discount,"Sustainability creds, Taste variety, Proven health results",
50,Female,Abu Dhabi,Student,5824,No specific goal,3,High,Cook at home,3,"Cooking skills, Cost",1,Mobile app,5,5,4,4,Yes,4,25,Monthly plan with discount,"App experience, Price, Taste variety",
29,Female,Dubai,Student,12369,Weight loss,3,Moderate,Cook at home,2,"Taste, Lack of time, Limited options nearby",2,Website,5,5,5,3,No,5,35,Monthly plan with discount,"Price, Proven health results, Chef reputation",
28,Female,Sharjah,Student,14615,General health,2,Moderate,Meal box/subscription,0,"Limited options nearby, Confusing nutrition info",1,Phone/WhatsApp,4,4,5,3,Yes,3,29,Monthly plan with discount,"App experience, Price, Sustainability creds",
43,Male,Sharjah,Part-time,14011,Medical diet,4,High,Restaurant/take-away,2,Taste,1,Website,4,3,4,4,No,2,283,Monthly plan with discount,"Proven health results, Taste variety, Chef reputation",
44,Female,Abu Dhabi,Self-employed,43940,Muscle gain,3,Moderate,Cook at home,2,"Cooking skills, Limited options nearby",2,Website,4,2,4,2,No,2,61,Annual membership,"Chef reputation, Taste variety, App experience",
27,Non-binary,Dubai,Full-time,37516,Muscle gain,1,Athlete,Meal box/subscription,5,"Cooking skills, Cost, Confusing nutrition info",4,Mobile app,4,4,3,5,Yes,5,67,Monthly plan with discount,"Chef reputation, Price, Taste variety",
28,Male,Dubai,Full-time,10304,Weight loss,2,Moderate,Office canteen,1,"Cost, Lack of time",2,Phone/WhatsApp,4,4,4,3,No,5,36,Monthly plan with discount,"Sustainability creds, Taste variety, Price",
29,Female,Dubai,Full-time,5398,Weight loss,5,Moderate,Meal box/subscription,1,"Cost, Cooking skills",1,Mobile app,5,5,5,3,No,5,30,Pay-as-you-go,"App experience, Taste variety, Price",
21,Male,Dubai,Part-time,14274,Weight loss,4,Moderate,Restaurant/take-away,2,"Taste, Cost, Lack of time",4,Mobile app,4,3,3,4,Yes,5,39,Monthly plan with discount,"Taste variety, Price, Sustainability creds",
24,Male,Dubai,Full-time,18107,No specific goal,2,High,Restaurant/take-away,2,"Taste, Confusing nutrition info, Cost",3,Mobile app,3,4,5,1,Yes,2,31,Pay-as-you-go,"Sustainability creds, Proven health results, Price",
23,Male,Abu Dhabi,Full-time,9755,Weight loss,4,Low,Skip,3,Limited options nearby,2,Website,5,4,4,3,Yes,5,33,Pay-as-you-go,"Sustainability creds, Price, Chef reputation",
25,Female,Abu Dhabi,Full-time,9999,Muscle gain,3,High,Cook at home,1,"Cooking skills, Confusing nutrition info, Taste",4,Phone/WhatsApp,4,4,4,5,Yes,3,26,Monthly plan with discount,"Chef reputation, Taste variety, Sustainability creds",
31,Female,Dubai,Self-employed,33093,General health,5,Moderate,Restaurant/take-away,2,Cooking skills,2,Mobile app,5,3,3,4,No,2,44,Monthly plan with discount,"Proven health results, Sustainability creds, Taste variety",
33,Male,Dubai,Full-time,13187,Weight loss,3,Low,Office canteen,1,"Lack of time, Cost, Limited options nearby",2,Website,4,5,4,3,No,1,20,Weekly plan,"Price, Chef reputation, Taste variety",
44,Male,Dubai,Full-time,20888,Muscle gain,4,High,Cook at home,0,"Taste, Cost",1,Website,3,3,4,4,No,3,38,Monthly plan with discount,"Price, Sustainability creds, Chef reputation",
24,Male,Dubai,Full-time,9420,General health,1,Moderate,Cook at home,4,Taste,1,Mobile app,3,5,4,5,No,2,21,Monthly plan with discount,"Proven health results, Sustainability creds, Chef reputation",
39,Female,Sharjah,Full-time,14578,Medical diet,3,Moderate,Cook at home,2,"Cost, Cooking skills",1,Website,5,5,4,3,Yes,5,40,Weekly plan,"Taste variety, Sustainability creds, Price",
30,Male,Dubai,Full-time,12678,General health,5,Moderate,Restaurant/take-away,3,"Taste, Confusing nutrition info",3,Mobile app,3,3,3,4,No,2,21,Weekly plan,"Taste variety, Proven health results, Chef reputation",
31,Male,Dubai,Part-time,10701,General health,3,Moderate,Restaurant/take-away,4,"Confusing nutrition info, Limited options nearby, Lack of time",4,Mobile app,5,3,4,3,Yes,3,25,Weekly plan,"Chef reputation, Taste variety, Price",
37,Male,Dubai,Part-time,26727,Weight loss,3,Moderate,Restaurant/take-away,4,"Confusing nutrition info, Taste",1,Phone/WhatsApp,4,4,4,5,Yes,5,53,Weekly plan,"Taste variety, Chef reputation, App experience",
23,Female,Sharjah,Part-time,7490,No specific goal,2,Moderate,Cook at home,6,"Cost, Lack of time, Limited options nearby",4,Mobile app,5,4,5,4,No,5,33,Monthly plan with discount,"Proven health results, Price, App experience",
35,Male,Abu Dhabi,Full-time,17428,Weight loss,4,Low,Office canteen,3,"Taste, Cost",1,Mobile app,5,2,5,4,Yes,5,38,Pay-as-you-go,"Sustainability creds, Chef reputation, Proven health results",
33,Female,Dubai,Self-employed,12559,General health,4,Athlete,Meal box/subscription,4,"Confusing nutrition info, Limited options nearby",3,Website,5,5,4,5,Yes,3,27,Pay-as-you-go,"App experience, Price, Proven health results",
35,Female,Dubai,Full-time,18457,Weight loss,3,Moderate,Office canteen,1,"Taste, Lack of time, Confusing nutrition info",3,Phone/WhatsApp,3,4,4,3,No,5,41,Monthly plan with discount,"Chef reputation, App experience, Taste variety",
34,Male,Abu Dhabi,Full-time,12645,No specific goal,5,Moderate,Restaurant/take-away,4,"Limited options nearby, Cost",2,Mobile app,4,3,4,1,No,3,29,Monthly plan with discount,"Sustainability creds, App experience, Price",
51,Female,Other,Self-employed,23141,General health,1,Moderate,Restaurant/take-away,5,Cost,1,Mobile app,3,4,5,3,Yes,5,44,Weekly plan,"Proven health results, Chef reputation, Sustainability creds",
26,Female,Dubai,Full-time,9376,General health,3,Moderate,Restaurant/take-away,0,"Cost, Cooking skills",1,Mobile app,3,3,3,3,Yes,5,35,Pay-as-you-go,"App experience, Proven health results, Sustainability creds",
27,Female,Sharjah,Full-time,26757,Weight loss,5,Moderate,Office canteen,1,"Limited options nearby, Taste, Cooking skills",2,Website,4,3,3,4,No,3,389,Weekly plan,"App experience, Chef reputation, Taste variety",
27,Male,Other,Student,14785,Muscle gain,3,Moderate,Meal box/subscription,5,"Limited options nearby, Cooking skills, Cost",2,Mobile app,5,4,4,4,No,3,28,Monthly plan with discount,"App experience, Taste variety, Sustainability creds",
27,Male,Sharjah,Full-time,7719,General health,2,Moderate,Office canteen,5,Confusing nutrition info,1,Mobile app,3,4,5,3,Yes,3,24,Monthly plan with discount,"App experience, Proven health results, Sustainability creds",
26,Female,Abu Dhabi,Part-time,21076,General health,3,Moderate,Meal box/subscription,5,"Lack of time, Limited options nearby, Cooking skills",4,Mobile app,5,4,3,3,No,3,33,Monthly plan with discount,"Price, Chef reputation, Proven health results",
41,Male,Abu Dhabi,Full-time,13580,Weight loss,4,Moderate,Cook at home,3,"Confusing nutrition info, Taste, Lack of time",3,Mobile app,3,5,3,4,No,4,31,Pay-as-you-go,"App experience, Taste variety, Sustainability creds",
43,Male,Dubai,Part-time,6386,No specific goal,2,Low,Cook at home,3,"Lack of time, Confusing nutrition info, Cost",4,Mobile app,4,5,4,3,No,5,30,Monthly plan with discount,"Sustainability creds, Price, App experience",
27,Female,Abu Dhabi,Full-time,17712,No specific goal,5,Moderate,Cook at home,5,"Limited options nearby, Cost, Confusing nutrition info",3,Mobile app,3,2,3,3,No,1,22,Pay-as-you-go,"Price, App experience, Proven health results",
25,Male,Dubai,Full-time,24812,Weight loss,4,Low,Restaurant/take-away,4,"Limited options nearby, Cooking skills",3,Mobile app,5,2,5,4,No,4,46,Weekly plan,"Price, Proven health results, App experience",
35,Male,Abu Dhabi,Part-time,28477,Medical diet,2,Low,Office canteen,2,Confusing nutrition info,2,Mobile app,3,4,4,3,Yes,3,41,Pay-as-you-go,"Taste variety, Sustainability creds, Proven health results",
27,Male,Dubai,Full-time,12414,Muscle gain,4,High,Cook at home,1,Confusing nutrition info,2,Mobile app,5,4,5,5,Yes,4,33,Monthly plan with discount,"App experience, Price, Sustainability creds",
37,Female,Abu Dhabi,Full-time,16130,Muscle gain,3,Moderate,Cook at home,3,"Cooking skills, Lack of time, Confusing nutrition info",2,Mobile app,4,5,3,3,No,1,18,Monthly plan with discount,"Proven health results, Taste variety, App experience",
33,Male,Sharjah,Full-time,15383,Weight loss,3,Moderate,Meal box/subscription,3,Cooking skills,1,Mobile app,5,4,4,4,No,4,37,Monthly plan with discount,"Price, Chef reputation, App experience",
19,Male,Dubai,Full-time,31593,General health,4,Moderate,Meal box/subscription,5,Limited options nearby,1,Mobile app,4,3,5,4,No,3,50,Monthly plan with discount,"Price, Taste variety, App experience",
44,Female,Sharjah,Full-time,10002,General health,5,High,Restaurant/take-away,5,"Cooking skills, Limited options nearby",1,Mobile app,4,4,5,2,No,2,21,Pay-as-you-go,"Sustainability creds, App experience, Taste variety",
46,Female,Dubai,Full-time,11890,Muscle gain,2,Moderate,Restaurant/take-away,4,Limited options nearby,2,Mobile app,4,5,4,2,No,5,38,Weekly plan,"Chef reputation, Price, App experience",
27,Female,Sharjah,Student,9881,General health,3,High,Office canteen,2,"Confusing nutrition info, Taste",2,Mobile app,5,5,4,3,Yes,2,19,Monthly plan with discount,"App experience, Taste variety, Price",
28,Female,Dubai,Full-time,7267,General health,3,Moderate,Office canteen,1,"Lack of time, Cooking skills, Taste",3,Mobile app,4,3,5,2,No,3,21,Monthly plan with discount,"Proven health results, Price, Taste variety",
34,Male,Dubai,Full-time,16978,General health,3,Athlete,Meal box/subscription,4,Confusing nutrition info,1,Mobile app,5,4,3,3,No,2,28,Monthly plan with discount,"Chef reputation, Proven health results, App experience",
34,Female,Sharjah,Full-time,33404,Weight loss,3,High,Cook at home,2,Limited options nearby,1,Mobile app,3,3,5,4,No,2,38,Weekly plan,"App experience, Price, Chef reputation",
37,Female,Dubai,Full-time,13582,Medical diet,1,High,Office canteen,2,Lack of time,1,In-person kiosk,5,4,4,4,No,1,17,Monthly plan with discount,"Proven health results, Sustainability creds, Price",
48,Male,Sharjah,Student,9651,Muscle gain,4,Low,Office canteen,3,"Taste, Lack of time",1,Mobile app,4,2,5,4,No,1,13,Weekly plan,"App experience, Sustainability creds, Taste variety",
30,Female,Dubai,Full-time,16469,Weight loss,3,Low,Office canteen,1,"Lack of time, Confusing nutrition info, Cooking skills",3,Phone/WhatsApp,3,5,4,2,Yes,5,41,Monthly plan with discount,"Price, Chef reputation, App experience",
25,Non-binary,Dubai,Unemployed,20138,Weight loss,2,Low,Office canteen,3,Taste,1,Mobile app,4,4,3,4,No,4,40,Weekly plan,"Sustainability creds, Taste variety, Chef reputation",
20,Female,Dubai,Full-time,13871,Muscle gain,4,Low,Office canteen,3,"Cost, Confusing nutrition info",2,Mobile app,5,5,4,3,No,1,17,Annual membership,"Taste variety, Price, Sustainability creds",
26,Female,Abu Dhabi,Self-employed,30259,No specific goal,4,High,Cook at home,10,"Confusing nutrition info, Cooking skills, Taste",2,Website,5,5,5,5,No,1,29,Pay-as-you-go,"Sustainability creds, Taste variety, Proven health results",
31,Female,Dubai,Full-time,9992,Muscle gain,3,Low,Office canteen,2,"Cooking skills, Confusing nutrition info",3,Mobile app,4,3,5,5,No,3,25,Monthly plan with discount,"Chef reputation, Price, App experience",
46,Female,Dubai,Student,12995,General health,3,Low,Cook at home,2,"Lack of time, Limited options nearby",3,Mobile app,5,4,4,4,Yes,5,35,Monthly plan with discount,"Chef reputation, App experience, Price",
